"motif_id"	"candidate_index"	"disease_local_id"	"disease_name"	"disease_mesh_id"	"drug_local_id"	"drug_name"	"drugbank_id"	"gene_local_id"	"gene_symbol"	"gene_entrez_id"	"evidence_source"	"supporting_trials"
"3332"	"23922"	"162"	"Depressive Disorder"	"D003866"	"146"	"mirtazapine"	"DB00370"	"1566"	"SLC6A3"	"6531"	"manual_353"	"NCT06309472;NCT02646449;NCT02185131;NCT03852160;NCT00782405;NCT00080158;NCT00322309;NCT00249444;NCT02650544;NCT02374567"
"3333"	"43072"	"112"	"Seizures"	"D012640"	"760"	"Nitrazepam"	"DB01595"	"3668"	"GABRA5"	"2558"	"manual_353"	"NCT00004758"
"3334"	"29679"	"162"	"Depressive Disorder"	"D003866"	"813"	"cariprazine"	"DB06016"	"2205"	"HTR1A"	"3350"	"manual_353"	"NCT01838876;NCT01469377;NCT03738215;NCT03739203;NCT01715805;NCT00852202;NCT01396447;NCT02670551;NCT04777357;NCT02670538;NCT03573297"
"3335"	"22176"	"2"	"Prostatic Neoplasms"	"D011471"	"619"	"carvedilol"	"DB01136"	"1540"	"VEGFA"	"7422"	"manual_353"	"NCT02944201"
"3336"	"29572"	"162"	"Depressive Disorder"	"D003866"	"627"	"Nefazodone"	"DB01149"	"2205"	"HTR1A"	"3350"	"manual_353"	"NCT00015210"
"3337"	"5124"	"162"	"Depressive Disorder"	"D003866"	"319"	"trazodone"	"DB00656"	"259"	"HTR2C"	"3358"	"manual_353"	"NCT04082806;NCT02086929;NCT01524497;NCT02374567"
"3338"	"32715"	"162"	"Depressive Disorder"	"D003866"	"1225"	"pipamperone"	"DB09286"	"2440"	"ADRA2A"	"150"	"manual_353"	"NCT01312922;NCT02374567"
"3339"	"9940"	"162"	"Depressive Disorder"	"D003866"	"174"	"pramipexole"	"DB00413"	"968"	"HTR1B"	"3351"	"manual_353"	"NCT00086307;NCT05825235;NCT05355337;NCT00025792;NCT07664852"
"3340"	"27217"	"161"	"Depressive Disorder, Major"	"D003865"	"506"	"pindolol"	"DB00960"	"1945"	"ADRB3"	"155"	"manual_353"	"NCT00931775"
"3341"	"36254"	"112"	"Seizures"	"D012640"	"86"	"topiramate"	"DB00273"	"2822"	"SCN8A"	"6334"	"manual_353"	"NCT00236418;NCT00236704;NCT00266591;NCT00563459;NCT00236756;NCT00113815;NCT00230698;NCT00236743;NCT00236873;NCT00236860;NCT00236691;NCT00236847;NCT00236730;NCT00236886;NCT00231556;NCT00210574;NCT00004776"
"3342"	"3474"	"2"	"Prostatic Neoplasms"	"D011471"	"680"	"paclitaxel"	"DB01229"	"119"	"BCL2"	"596"	"manual_353"	"NCT00003614;NCT00084565;NCT00193193;NCT00003394;NCT00004054;NCT00030654;NCT00003084;NCT00003622;NCT00003717;NCT00005028;NCT00049257;NCT00028769;NCT00005847;NCT01558492;NCT00151060;NCT00016913;NCT04644068;NCT02711137"
"3343"	"17616"	"162"	"Depressive Disorder"	"D003866"	"146"	"mirtazapine"	"DB00370"	"1405"	"DRD3"	"1814"	"manual_353"	"NCT06309472;NCT02646449;NCT02185131;NCT03852160;NCT00782405;NCT00080158;NCT00322309;NCT00249444;NCT02650544;NCT02374567"
"3344"	"15390"	"6"	"Breast Neoplasms"	"D001943"	"843"	"pazopanib"	"DB06589"	"1193"	"KIT"	"3815"	"manual_353"	"NCT01466972;NCT00558103;NCT01392352"
"3345"	"10081"	"162"	"Depressive Disorder"	"D003866"	"677"	"quetiapine"	"DB01224"	"968"	"HTR1B"	"3351"	"manual_353"	"NCT02720198;NCT00388973;NCT00351910;NCT05603104;NCT04521478;NCT00174603;NCT00953108;NCT00681668;NCT00782405;NCT00751504;NCT05973786;NCT00771134;NCT02374567;NCT00232414;NCT00879307"
"3346"	"36293"	"191"	"Bipolar Disorder"	"D001714"	"263"	"carbamazepine"	"DB00564"	"2822"	"SCN8A"	"6334"	"manual_353"	"NCT00266630"
"3347"	"30534"	"162"	"Depressive Disorder"	"D003866"	"922"	"vortioxetine"	"DB09068"	"2215"	"SLC6A4"	"6532"	"manual_353"	"NCT05104918;NCT02389816;NCT00672958;NCT00672620;NCT01355081;NCT00707980;NCT00735709;NCT03855865;NCT01179516;NCT01153009;NCT01255787;NCT03053362;NCT01163266;NCT03108625;NCT02871297;NCT01152996;NCT04498897;NCT05014919;NCT01364649;NCT02845349;NCT01491035;NCT03485274;NCT05814640;NCT03598868"
"3348"	"29710"	"162"	"Depressive Disorder"	"D003866"	"876"	"lurasidone"	"DB08815"	"2205"	"HTR1A"	"3350"	"manual_353"	"NCT01423253;NCT01421134;NCT00868699;NCT00868959;NCT01284517;NCT02046369"
"3349"	"30514"	"162"	"Depressive Disorder"	"D003866"	"906"	"Levomilnacipran"	"DB08918"	"2215"	"SLC6A4"	"6532"	"manual_353"	"NCT02431806;NCT02720198"
"3350"	"36304"	"191"	"Bipolar Disorder"	"D001714"	"371"	"riluzole"	"DB00740"	"2822"	"SCN8A"	"6334"	"manual_353"	"NCT00805493;NCT00054704;NCT00376220"
"3351"	"44887"	"94"	"Heart Failure"	"D006333"	"297"	"testosterone"	"DB00624"	"3887"	"NR3C2"	"4306"	"manual_353"	"NCT01469988;NCT00957034"
"3352"	"32576"	"162"	"Depressive Disorder"	"D003866"	"627"	"Nefazodone"	"DB01149"	"2440"	"ADRA2A"	"150"	"manual_353"	"NCT00015210"
"3353"	"6338"	"161"	"Depressive Disorder, Major"	"D003865"	"400"	"estradiol"	"DB00783"	"340"	"ESR2"	"2100"	"manual_353"	"NCT00001481;NCT01126801;NCT01308814;NCT03689543"
"3354"	"24721"	"115"	"Epilepsy"	"D004827"	"337"	"Midazolam"	"DB00683"	"1600"	"GABRB3"	"2562"	"manual_353"	"NCT02325583;NCT07095842;NCT00326612"
"3355"	"8321"	"115"	"Epilepsy"	"D004827"	"337"	"Midazolam"	"DB00683"	"583"	"GABRD"	"2563"	"manual_353"	"NCT02325583;NCT07095842;NCT00326612"
"3356"	"39946"	"93"	"Hypertension"	"D006973"	"316"	"Magnesium Sulfate"	"DB00653"	"3235"	"CACNA2D1"	"781"	"manual_353"	"NCT04898114;NCT02296931;NCT07220902"
"3357"	"1393"	"296"	"Coronary Artery Disease"	"D003324"	"163"	"progesterone"	"DB00396"	"72"	"ESR1"	"2099"	"manual_353"	"NCT00000555;NCT00000466;NCT00000601"
"3358"	"9918"	"162"	"Depressive Disorder"	"D003866"	"124"	"olanzapine"	"DB00334"	"968"	"HTR1B"	"3351"	"manual_353"	"NCT00035321;NCT00056472;NCT01282632;NCT00568672;NCT01687478;NCT00273624;NCT00490971;NCT05814640;NCT00510146;NCT02374567;NCT00259272;NCT00618748"
"3359"	"38042"	"162"	"Depressive Disorder"	"D003866"	"1091"	"propofol"	"DB00818"	"3043"	"GABRA3"	"2556"	"manual_353"	"NCT07479550;NCT03684447;NCT06867549"
"3360"	"32375"	"162"	"Depressive Disorder"	"D003866"	"146"	"mirtazapine"	"DB00370"	"2440"	"ADRA2A"	"150"	"manual_353"	"NCT06309472;NCT02646449;NCT02185131;NCT03852160;NCT00782405;NCT00080158;NCT00322309;NCT00249444;NCT02650544;NCT02374567"
"3361"	"23949"	"162"	"Depressive Disorder"	"D003866"	"181"	"methylphenidate"	"DB00422"	"1566"	"SLC6A3"	"6531"	"manual_353"	"NCT00246233;NCT01497548;NCT05474846"
"3362"	"9873"	"162"	"Depressive Disorder"	"D003866"	"74"	"ziprasidone"	"DB00246"	"968"	"HTR1B"	"3351"	"manual_353"	"NCT00555997;NCT00633399;NCT00340379;NCT00421954;NCT00483548;NCT02374567"
"3363"	"24827"	"115"	"Epilepsy"	"D004827"	"760"	"Nitrazepam"	"DB01595"	"1600"	"GABRB3"	"2562"	"manual_353"	"NCT00004758"
"3364"	"30008"	"162"	"Depressive Disorder"	"D003866"	"686"	"aripiprazole"	"DB01238"	"2206"	"HTR1D"	"3352"	"manual_353"	"NCT01123707;NCT01111565;NCT01111552;NCT01111539;NCT01655706;NCT01386086;NCT00556140;NCT00276978;NCT00080314;NCT05814640;NCT02374567;NCT00440713;NCT00094432"
"3365"	"8413"	"115"	"Epilepsy"	"D004827"	"760"	"Nitrazepam"	"DB01595"	"583"	"GABRD"	"2563"	"manual_353"	"NCT00004758"
"3366"	"41039"	"161"	"Depressive Disorder, Major"	"D003865"	"617"	"pioglitazone"	"DB01132"	"3354"	"MAOB"	"4129"	"manual_353"	"NCT00671515"
"3367"	"43248"	"191"	"Bipolar Disorder"	"D001714"	"922"	"vortioxetine"	"DB09068"	"3672"	"HTR3A"	"3359"	"manual_353"	"NCT03598868"
"3368"	"24051"	"162"	"Depressive Disorder"	"D003866"	"374"	"modafinil"	"DB00745"	"1566"	"SLC6A3"	"6531"	"manual_353"	"NCT04317001;NCT03620253;NCT07263022;NCT00215176;NCT00067496"
"3369"	"43263"	"161"	"Depressive Disorder, Major"	"D003865"	"1061"	"memantine"	"DB01043"	"3672"	"HTR3A"	"3359"	"manual_353"	"NCT01876823;NCT02374567"
"3370"	"20677"	"2"	"Prostatic Neoplasms"	"D011471"	"13"	"calcitriol"	"DB00136"	"1471"	"VDR"	"7421"	"manual_353"	"NCT00383487;NCT00536991;NCT00084864;NCT00182741;NCT00043576;NCT00017576;NCT00524589;NCT00273338;NCT00004043;NCT00054522;NCT00118066"
"3371"	"24916"	"162"	"Depressive Disorder"	"D003866"	"1091"	"propofol"	"DB00818"	"1600"	"GABRB3"	"2562"	"manual_353"	"NCT07479550;NCT03684447;NCT06867549"
"3372"	"23893"	"162"	"Depressive Disorder"	"D003866"	"95"	"venlafaxine"	"DB00285"	"1566"	"SLC6A3"	"6531"	"manual_353"	"NCT02263248;NCT00435279;NCT05104918;NCT02086929;NCT01557712;NCT00351910;NCT00043550;NCT00448058;NCT00584974;NCT05603104;NCT00018902;NCT00080158;NCT05973786;NCT00131456;NCT00086190;NCT05724849;NCT02374567;NCT00249483"
"3373"	"30004"	"162"	"Depressive Disorder"	"D003866"	"677"	"quetiapine"	"DB01224"	"2206"	"HTR1D"	"3352"	"manual_353"	"NCT02720198;NCT00388973;NCT00351910;NCT05603104;NCT04521478;NCT00174603;NCT00953108;NCT00681668;NCT00782405;NCT00751504;NCT05973786;NCT00771134;NCT02374567;NCT00232414;NCT00879307"
"3374"	"8320"	"112"	"Seizures"	"D012640"	"337"	"Midazolam"	"DB00683"	"583"	"GABRD"	"2563"	"manual_353"	"NCT00326612;NCT04926844;NCT07095842;NCT05779657"
"3375"	"5203"	"162"	"Depressive Disorder"	"D003866"	"627"	"Nefazodone"	"DB01149"	"259"	"HTR2C"	"3358"	"manual_353"	"NCT00015210"
"3376"	"36924"	"2"	"Prostatic Neoplasms"	"D011471"	"596"	"capecitabine"	"DB01101"	"2912"	"TYMS"	"7298"	"manual_353"	"NCT00006023;NCT00258284;NCT00151047;NCT00124566;NCT05785741;NCT05489211"
"3377"	"22213"	"2"	"Prostatic Neoplasms"	"D011471"	"809"	"vandetanib"	"DB05294"	"1540"	"VEGFA"	"7422"	"manual_353"	"NCT00686036;NCT00757692"
"3378"	"38570"	"162"	"Depressive Disorder"	"D003866"	"367"	"risperidone"	"DB00734"	"3056"	"HTR7"	"3363"	"manual_353"	"NCT00095134;NCT00174590;NCT00044681;NCT00174577;NCT00206765;NCT01282632;NCT00640562;NCT02374567"
"3379"	"29961"	"162"	"Depressive Disorder"	"D003866"	"367"	"risperidone"	"DB00734"	"2206"	"HTR1D"	"3352"	"manual_353"	"NCT00095134;NCT00174590;NCT00044681;NCT00174577;NCT00206765;NCT01282632;NCT00640562;NCT02374567"
"3380"	"15456"	"6"	"Breast Neoplasms"	"D001943"	"926"	"lenvatinib"	"DB09078"	"1193"	"KIT"	"3815"	"manual_353"	"NCT06140576;NCT03168074;NCT06110793;NCT06849492;NCT03797326;NCT04300556;NCT05007106"
"3381"	"32554"	"162"	"Depressive Disorder"	"D003866"	"548"	"guanfacine"	"DB01018"	"2440"	"ADRA2A"	"150"	"manual_353"	"NCT06408246"
"3382"	"5081"	"162"	"Depressive Disorder"	"D003866"	"214"	"duloxetine"	"DB00476"	"259"	"HTR2C"	"3358"	"manual_353"	"NCT03068247;NCT01145755;NCT00672620;NCT01288079;NCT00811252;NCT01140906;NCT00849901;NCT00849693;NCT00599911;NCT00489775;NCT00635219;NCT00351910;NCT00529789;NCT00321490;NCT00042562;NCT00042575;NCT00331799;NCT00105989;NCT01564862;NCT01153009;NCT01360866;NCT00062673;NCT04476030;NCT02232555;NCT00489073;NCT00366652;NCT00191685;NCT00073411;NCT01309945;NCT01369095;NCT03852160;NCT02443194;NCT05814640;NCT04111627;NCT03038867;NCT01223001;NCT07649291;NCT02374567"
"3383"	"43266"	"191"	"Bipolar Disorder"	"D001714"	"1061"	"memantine"	"DB01043"	"3672"	"HTR3A"	"3359"	"manual_353"	"NCT03039842;NCT02630888;NCT03043001;NCT01188148"
"3384"	"36892"	"2"	"Prostatic Neoplasms"	"D011471"	"308"	"pemetrexed"	"DB00642"	"2912"	"TYMS"	"7298"	"manual_353"	"NCT00216099;NCT06630325"
"3385"	"38609"	"162"	"Depressive Disorder"	"D003866"	"677"	"quetiapine"	"DB01224"	"3056"	"HTR7"	"3363"	"manual_353"	"NCT02720198;NCT00388973;NCT00351910;NCT05603104;NCT04521478;NCT00174603;NCT00953108;NCT00681668;NCT00782405;NCT00751504;NCT05973786;NCT00771134;NCT02374567;NCT00232414;NCT00879307"
"3386"	"33908"	"113"	"Status Epilepticus"	"D013226"	"640"	"Phenobarbital"	"DB01174"	"2538"	"GABRA1"	"2554"	"manual_353"	"NCT03025906;NCT02726867;NCT03650270;NCT05291455"
"3387"	"32665"	"162"	"Depressive Disorder"	"D003866"	"876"	"lurasidone"	"DB08815"	"2440"	"ADRA2A"	"150"	"manual_353"	"NCT01423253;NCT01421134;NCT00868699;NCT00868959;NCT01284517;NCT02046369"
"3388"	"23993"	"162"	"Depressive Disorder"	"D003866"	"214"	"duloxetine"	"DB00476"	"1566"	"SLC6A3"	"6531"	"manual_353"	"NCT03068247;NCT01145755;NCT00672620;NCT01288079;NCT00811252;NCT01140906;NCT00849901;NCT00849693;NCT00599911;NCT00489775;NCT00635219;NCT00351910;NCT00529789;NCT00321490;NCT00042562;NCT00042575;NCT00331799;NCT00105989;NCT01564862;NCT01153009;NCT01360866;NCT00062673;NCT04476030;NCT02232555;NCT00489073;NCT00366652;NCT00191685;NCT00073411;NCT01309945;NCT01369095;NCT03852160;NCT02443194;NCT05814640;NCT04111627;NCT03038867;NCT01223001;NCT07649291;NCT02374567"
"3389"	"38814"	"162"	"Depressive Disorder"	"D003866"	"146"	"mirtazapine"	"DB00370"	"3104"	"SLC6A2"	"6530"	"manual_353"	"NCT06309472;NCT02646449;NCT02185131;NCT03852160;NCT00782405;NCT00080158;NCT00322309;NCT00249444;NCT02650544;NCT02374567"
"3390"	"17863"	"162"	"Depressive Disorder"	"D003866"	"1225"	"pipamperone"	"DB09286"	"1405"	"DRD3"	"1814"	"manual_353"	"NCT01312922;NCT02374567"
"3391"	"37703"	"162"	"Depressive Disorder"	"D003866"	"63"	"Temazepam"	"DB00231"	"3043"	"GABRA3"	"2556"	"manual_353"	"NCT02374567"
"3392"	"19526"	"162"	"Depressive Disorder"	"D003866"	"367"	"risperidone"	"DB00734"	"1407"	"DRD4"	"1815"	"manual_353"	"NCT00095134;NCT00174590;NCT00044681;NCT00174577;NCT00206765;NCT01282632;NCT00640562;NCT02374567"
"3393"	"38984"	"162"	"Depressive Disorder"	"D003866"	"641"	"escitalopram"	"DB01175"	"3104"	"SLC6A2"	"6530"	"manual_353"	"NCT00296933;NCT00668525;NCT05536414;NCT00566202;NCT00108979;NCT00109044;NCT05950061;NCT01123707;NCT04162522;NCT01111565;NCT01111552;NCT01111539;NCT00107120;NCT01655706;NCT01741142;NCT02674529;NCT00822744;NCT00531622;NCT01020799;NCT00351169;NCT00351910;NCT00420004;NCT00239954;NCT00135421;NCT00432614;NCT00406640;NCT00642694;NCT00149825;NCT00488670;NCT01360866;NCT04476030;NCT00415142;NCT00166296;NCT01034995;NCT02191397;NCT00965497;NCT06705478;NCT05603104;NCT01364649;NCT00086307;NCT01219686;NCT00953108;NCT06828887;NCT01368432;NCT01363310;NCT00073411;NCT02469545;NCT01103180;NCT01369095;NCT00837564;NCT00610506;NCT03852160;NCT00080158;NCT00136318;NCT02623231;NCT05973786;NCT03909217;NCT03652870;NCT02153567;NCT00475878;NCT00958633;NCT00148447;NCT02374567;NCT00114374;NCT02407821"
"3394"	"30493"	"162"	"Depressive Disorder"	"D003866"	"852"	"desvenlafaxine"	"DB06700"	"2215"	"SLC6A4"	"6532"	"manual_353"	"NCT04476030;NCT01527786;NCT01803711"
"3395"	"24240"	"162"	"Depressive Disorder"	"D003866"	"641"	"escitalopram"	"DB01175"	"1566"	"SLC6A3"	"6531"	"manual_353"	"NCT00296933;NCT00668525;NCT05536414;NCT00566202;NCT00108979;NCT00109044;NCT05950061;NCT01123707;NCT04162522;NCT01111565;NCT01111552;NCT01111539;NCT00107120;NCT01655706;NCT01741142;NCT02674529;NCT00822744;NCT00531622;NCT01020799;NCT00351169;NCT00351910;NCT00420004;NCT00239954;NCT00135421;NCT00432614;NCT00406640;NCT00642694;NCT00149825;NCT00488670;NCT01360866;NCT04476030;NCT00415142;NCT00166296;NCT01034995;NCT02191397;NCT00965497;NCT06705478;NCT05603104;NCT01364649;NCT00086307;NCT01219686;NCT00953108;NCT06828887;NCT01368432;NCT01363310;NCT00073411;NCT02469545;NCT01103180;NCT01369095;NCT00837564;NCT00610506;NCT03852160;NCT00080158;NCT00136318;NCT02623231;NCT05973786;NCT03909217;NCT03652870;NCT02153567;NCT00475878;NCT00958633;NCT00148447;NCT02374567;NCT00114374;NCT02407821"
"3396"	"38614"	"162"	"Depressive Disorder"	"D003866"	"686"	"aripiprazole"	"DB01238"	"3056"	"HTR7"	"3363"	"manual_353"	"NCT01123707;NCT01111565;NCT01111552;NCT01111539;NCT01655706;NCT01386086;NCT00556140;NCT00276978;NCT00080314;NCT05814640;NCT02374567;NCT00440713;NCT00094432"
"3397"	"19601"	"162"	"Depressive Disorder"	"D003866"	"686"	"aripiprazole"	"DB01238"	"1407"	"DRD4"	"1815"	"manual_353"	"NCT01123707;NCT01111565;NCT01111552;NCT01111539;NCT01655706;NCT01386086;NCT00556140;NCT00276978;NCT00080314;NCT05814640;NCT02374567;NCT00440713;NCT00094432"
"3398"	"841"	"162"	"Depressive Disorder"	"D003866"	"535"	"gabapentin"	"DB00996"	"23"	"CACNA1C"	"775"	"manual_353"	"NCT02374567;NCT00654953"
"3399"	"4251"	"2"	"Prostatic Neoplasms"	"D011471"	"1098"	"Rosiglitazone"	"DB00412"	"166"	"PPARA"	"5465"	"manual_353"	"NCT00182052"
"3400"	"38506"	"162"	"Depressive Disorder"	"D003866"	"124"	"olanzapine"	"DB00334"	"3056"	"HTR7"	"3363"	"manual_353"	"NCT00035321;NCT00056472;NCT01282632;NCT00568672;NCT01687478;NCT00273624;NCT00490971;NCT05814640;NCT00510146;NCT02374567;NCT00259272;NCT00618748"
"3401"	"38543"	"162"	"Depressive Disorder"	"D003866"	"229"	"haloperidol"	"DB00502"	"3056"	"HTR7"	"3363"	"manual_353"	"NCT00340379;NCT02374567"
"3402"	"28805"	"162"	"Depressive Disorder"	"D003866"	"350"	"naltrexone"	"DB00704"	"2152"	"OPRM1"	"4988"	"manual_353"	"NCT01874951;NCT00338962"
"3403"	"29933"	"162"	"Depressive Disorder"	"D003866"	"229"	"haloperidol"	"DB00502"	"2206"	"HTR1D"	"3352"	"manual_353"	"NCT00340379;NCT02374567"
"3404"	"36554"	"162"	"Depressive Disorder"	"D003866"	"415"	"pentoxifylline"	"DB00806"	"2878"	"PDE4B"	"5142"	"manual_353"	"NCT01625845;NCT05324735"
"3405"	"38789"	"162"	"Depressive Disorder"	"D003866"	"95"	"venlafaxine"	"DB00285"	"3104"	"SLC6A2"	"6530"	"manual_353"	"NCT02263248;NCT00435279;NCT05104918;NCT02086929;NCT01557712;NCT00351910;NCT00043550;NCT00448058;NCT00584974;NCT05603104;NCT00018902;NCT00080158;NCT05973786;NCT00131456;NCT00086190;NCT05724849;NCT02374567;NCT00249483"
"3406"	"46359"	"162"	"Depressive Disorder"	"D003866"	"686"	"aripiprazole"	"DB01238"	"3979"	""	"1816"	"manual_353"	"NCT01123707;NCT01111565;NCT01111552;NCT01111539;NCT01655706;NCT01386086;NCT00556140;NCT00276978;NCT00080314;NCT05814640;NCT02374567;NCT00440713;NCT00094432"
"3407"	"38484"	"162"	"Depressive Disorder"	"D003866"	"74"	"ziprasidone"	"DB00246"	"3056"	"HTR7"	"3363"	"manual_353"	"NCT00555997;NCT00633399;NCT00340379;NCT00421954;NCT00483548;NCT02374567"
"3408"	"31777"	"115"	"Epilepsy"	"D004827"	"760"	"Nitrazepam"	"DB01595"	"2400"	"SCN1A"	"6323"	"manual_353"	"NCT00004758"
"3409"	"19496"	"162"	"Depressive Disorder"	"D003866"	"229"	"haloperidol"	"DB00502"	"1407"	"DRD4"	"1815"	"manual_353"	"NCT00340379;NCT02374567"
"3410"	"38826"	"162"	"Depressive Disorder"	"D003866"	"181"	"methylphenidate"	"DB00422"	"3104"	"SLC6A2"	"6530"	"manual_353"	"NCT00246233;NCT01497548;NCT05474846"
"3411"	"46299"	"162"	"Depressive Disorder"	"D003866"	"259"	"lamotrigine"	"DB00555"	"3979"	""	"1816"	"manual_353"	"NCT00652171;NCT01042496;NCT00074776;NCT00274677;NCT00224510;NCT00056277;NCT00063362;NCT00475137;NCT02374567"
"3412"	"19792"	"93"	"Hypertension"	"D006973"	"547"	"minocycline"	"DB01017"	"1421"	"MMP9"	"4318"	"manual_353"	"NCT02213575;NCT04478500"
"3413"	"36909"	"6"	"Breast Neoplasms"	"D001943"	"314"	"leucovorin"	"DB00650"	"2912"	"TYMS"	"7298"	"manual_353"	"NCT00001498;NCT03387085;NCT03175666;NCT03554109;NCT01231802;NCT05564377;NCT05714553"
"3414"	"29928"	"162"	"Depressive Disorder"	"D003866"	"174"	"pramipexole"	"DB00413"	"2206"	"HTR1D"	"3352"	"manual_353"	"NCT00086307;NCT05825235;NCT05355337;NCT00025792;NCT07664852"
"3415"	"46292"	"162"	"Depressive Disorder"	"D003866"	"229"	"haloperidol"	"DB00502"	"3979"	""	"1816"	"manual_353"	"NCT00340379;NCT02374567"
"3416"	"34478"	"93"	"Hypertension"	"D006973"	"547"	"minocycline"	"DB01017"	"2578"	"IL1B"	"3553"	"manual_353"	"NCT02213575;NCT04478500"
"3417"	"44846"	"162"	"Depressive Disorder"	"D003866"	"163"	"progesterone"	"DB00396"	"3887"	"NR3C2"	"4306"	"manual_353"	"NCT00001481"
"3418"	"40375"	"116"	"Atrial Fibrillation"	"D001281"	"29"	"ramipril"	"DB00178"	"3330"	"ACE"	"1636"	"manual_353"	"NCT00141778;NCT00736294"
"3419"	"33156"	"2"	"Prostatic Neoplasms"	"D011471"	"241"	"cyclophosphamide"	"DB00531"	"2505"	"CYP2C19"	"1557"	"manual_353"	"NCT00176605;NCT01420965;NCT06236139;NCT00005960;NCT01496131;NCT00753220;NCT01696877;NCT01093183;NCT03514836;NCT07523529"
"3420"	"39031"	"162"	"Depressive Disorder"	"D003866"	"797"	"milnacipran"	"DB04896"	"3104"	"SLC6A2"	"6530"	"manual_353"	"NCT00225511;NCT02783430"
"3421"	"19468"	"162"	"Depressive Disorder"	"D003866"	"174"	"pramipexole"	"DB00413"	"1407"	"DRD4"	"1815"	"manual_353"	"NCT00086307;NCT05825235;NCT05355337;NCT00025792;NCT07664852"
"3422"	"38193"	"162"	"Depressive Disorder"	"D003866"	"1091"	"propofol"	"DB00818"	"3044"	"GABRA6"	"2559"	"manual_353"	"NCT07479550;NCT03684447;NCT06867549"
"3423"	"15346"	"6"	"Breast Neoplasms"	"D001943"	"708"	"sunitinib"	"DB01268"	"1193"	"KIT"	"3815"	"manual_353"	"NCT00471276;NCT00373256;NCT00570908;NCT00887575;NCT00434356;NCT00662025;NCT01803503"
"3424"	"24211"	"162"	"Depressive Disorder"	"D003866"	"627"	"Nefazodone"	"DB01149"	"1566"	"SLC6A3"	"6531"	"manual_353"	"NCT00015210"
"3425"	"16007"	"162"	"Depressive Disorder"	"D003866"	"146"	"mirtazapine"	"DB00370"	"1281"	"OPRK1"	"4986"	"manual_353"	"NCT06309472;NCT02646449;NCT02185131;NCT03852160;NCT00782405;NCT00080158;NCT00322309;NCT00249444;NCT02650544;NCT02374567"
"3426"	"41025"	"162"	"Depressive Disorder"	"D003866"	"560"	"selegiline"	"DB01037"	"3354"	"MAOB"	"4129"	"manual_353"	"NCT01912391"
"3427"	"20678"	"6"	"Breast Neoplasms"	"D001943"	"13"	"calcitriol"	"DB00136"	"1471"	"VDR"	"7421"	"manual_353"	"NCT01293682;NCT00904033"
"3428"	"46283"	"162"	"Depressive Disorder"	"D003866"	"174"	"pramipexole"	"DB00413"	"3979"	""	"1816"	"manual_353"	"NCT00086307;NCT05825235;NCT05355337;NCT00025792;NCT07664852"
"3429"	"36378"	"191"	"Bipolar Disorder"	"D001714"	"1056"	"lacosamide"	"DB06218"	"2822"	"SCN8A"	"6334"	"manual_353"	"NCT07412132"
"3430"	"38516"	"162"	"Depressive Disorder"	"D003866"	"146"	"mirtazapine"	"DB00370"	"3056"	"HTR7"	"3363"	"manual_353"	"NCT06309472;NCT02646449;NCT02185131;NCT03852160;NCT00782405;NCT00080158;NCT00322309;NCT00249444;NCT02650544;NCT02374567"
"3431"	"1718"	"90"	"Myocardial Infarction"	"D009203"	"576"	"melatonin"	"DB01065"	"72"	"ESR1"	"2099"	"manual_353"	"NCT00640094"
"3432"	"749"	"162"	"Depressive Disorder"	"D003866"	"152"	"amlodipine"	"DB00381"	"23"	"CACNA1C"	"775"	"manual_353"	"NCT01557153"
"3433"	"17812"	"162"	"Depressive Disorder"	"D003866"	"849"	"vilazodone"	"DB06684"	"1405"	"DRD3"	"1814"	"manual_353"	"NCT02436239;NCT02372799;NCT01742832;NCT01878292;NCT00644358;NCT00683592;NCT00290914;NCT02015546;NCT00285376"
"3434"	"39063"	"162"	"Depressive Disorder"	"D003866"	"906"	"Levomilnacipran"	"DB08918"	"3104"	"SLC6A2"	"6530"	"manual_353"	"NCT02431806;NCT02720198"
"3435"	"29916"	"162"	"Depressive Disorder"	"D003866"	"124"	"olanzapine"	"DB00334"	"2206"	"HTR1D"	"3352"	"manual_353"	"NCT00035321;NCT00056472;NCT01282632;NCT00568672;NCT01687478;NCT00273624;NCT00490971;NCT05814640;NCT00510146;NCT02374567;NCT00259272;NCT00618748"
"3436"	"29888"	"162"	"Depressive Disorder"	"D003866"	"74"	"ziprasidone"	"DB00246"	"2206"	"HTR1D"	"3352"	"manual_353"	"NCT00555997;NCT00633399;NCT00340379;NCT00421954;NCT00483548;NCT02374567"
"3437"	"15368"	"6"	"Breast Neoplasms"	"D001943"	"792"	"nilotinib"	"DB04868"	"1193"	"KIT"	"3815"	"manual_353"	"NCT05185947"
"3438"	"38954"	"162"	"Depressive Disorder"	"D003866"	"627"	"Nefazodone"	"DB01149"	"3104"	"SLC6A2"	"6530"	"manual_353"	"NCT00015210"
"3439"	"31269"	"191"	"Bipolar Disorder"	"D001714"	"233"	"dextromethorphan"	"DB00514"	"2336"	"GRIN3A"	"116443"	"manual_353"	"NCT03039842"
"3440"	"26131"	"94"	"Heart Failure"	"D006333"	"684"	"dexamethasone"	"DB01234"	"1939"	"NOS2"	"4843"	"manual_353"	"NCT05809011"
"3441"	"9524"	"2"	"Prostatic Neoplasms"	"D011471"	"165"	"sorafenib"	"DB00398"	"846"	"BRAF"	"673"	"manual_353"	"NCT00452387;NCT00694291;NCT00414388"
